relative_path,classID
other_voice_osr/6241-61946-0012.flac,29
other_voice_osr/7976-105575-0019.flac,19
other_voice_osr/7976-105575-0000.flac,19
other_voice_osr/6241-61946-0013.flac,29
other_voice_osr/6295-64301-0027.flac,0
other_voice_osr/6241-61946-0015.flac,29
other_voice_osr/2086-149220-0032.flac,24
target_voice/target11_7.wav,40
other_voice_osr/3752-4943-0022.flac,28
other_voice_osr/5338-284437-0015.flac,1
other_voice_osr/251-136532-0023.flac,31
other_voice_osr/2277-149896-0031.flac,7
other_voice_osr/251-137823-0020.flac,31
other_voice_osr/251-118436-0013.flac,31
other_voice_osr/652-129742-0001.flac,21
other_voice_osr/6313-66129-0020.flac,9
other_voice_osr/2086-149220-0039.flac,24
other_voice_osr/2428-83699-0012.flac,32
other_voice_osr/422-122949-0026.flac,39
other_voice_osr/6241-66616-0018.flac,29
other_voice_osr/1272-141231-0011.flac,6
other_voice_osr/6313-76958-0029.flac,9
other_voice_osr/2412-153948-0014.flac,10
other_voice_osr/2086-149220-0021.flac,24
other_voice_osr/1272-128104-0002.flac,6
other_voice_osr/1272-141231-0012.flac,6
other_voice_osr/2428-83705-0013.flac,32
other_voice_osr/2902-9008-0012.flac,22
other_voice_osr/5895-34615-0012.flac,36
other_voice_osr/7850-281318-0001.flac,2
other_voice_osr/3170-137482-0046.flac,16
other_voice_osr/2412-153947-0004.flac,10
other_voice_osr/1988-147956-0024.flac,38
other_voice_osr/2428-83705-0029.flac,32
other_voice_osr/2086-149220-0017.flac,24
other_voice_osr/5536-43359-0018.flac,27
other_voice_osr/652-130737-0007.flac,21
other_voice_osr/652-130726-0017.flac,21
other_voice_osr/3576-138058-0036.flac,20
other_voice_osr/6319-57405-0012.flac,33
other_voice_osr/6313-66129-0000.flac,9
other_voice_osr/1462-170145-0012.flac,3
other_voice_osr/6295-64301-0021.flac,0
other_voice_osr/3081-166546-0081.flac,17
other_voice_osr/5895-34622-0004.flac,36
other_voice_osr/3853-163249-0015.flac,34
other_voice_osr/6313-66129-0001.flac,9
other_voice_osr/3081-166546-0028.flac,17
other_voice_osr/2902-9006-0012.flac,22
other_voice_osr/2428-83705-0007.flac,32
other_voice_osr/777-126732-0004.flac,13
other_voice_osr/5338-284437-0013.flac,1
other_voice_osr/251-118436-0003.flac,31
other_voice_osr/2035-147960-0006.flac,37
other_voice_osr/5338-284437-0009.flac,1
other_voice_osr/6313-76958-0002.flac,9
other_voice_osr/5694-64025-0002.flac,8
other_voice_osr/5536-43358-0001.flac,27
other_voice_osr/84-121123-0020.flac,26
other_voice_osr/2086-149220-0025.flac,24
other_voice_osr/1988-24833-0013.flac,38
other_voice_osr/777-126732-0013.flac,13
other_voice_osr/1462-170138-0015.flac,3
other_voice_osr/6241-61946-0014.flac,29
other_voice_osr/6295-64301-0004.flac,0
other_voice_osr/251-137823-0014.flac,31
other_voice_osr/6345-93306-0025.flac,23
other_voice_osr/2803-161169-0015.flac,35
other_voice_osr/7976-105575-0016.flac,19
other_voice_osr/8842-304647-0002.flac,12
other_voice_osr/1993-147149-0024.flac,5
other_voice_osr/8297-275154-0001.flac,14
target_voice/target9_2.wav,40
target_voice/target1_1.wav,40
other_voice_osr/2086-149220-0036.flac,24
target_voice/target4_3.wav,40
other_voice_osr/1462-170145-0020.flac,3
other_voice_osr/2078-142845-0002.flac,11
other_voice_osr/2412-153948-0005.flac,10
other_voice_osr/6295-244435-0018.flac,0
other_voice_osr/422-122949-0020.flac,39
other_voice_osr/1462-170142-0018.flac,3
other_voice_osr/2035-152373-0012.flac,37
other_voice_osr/5895-34615-0000.flac,36
other_voice_osr/1919-142785-0040.flac,18
other_voice_osr/84-121123-0014.flac,26
other_voice_osr/251-137823-0006.flac,31
other_voice_osr/84-121550-0009.flac,26
