relative_path,classID
target_voice/target1_10.m4a,1
target_voice/target1_1.m4a,1
target_voice/target1_2.m4a,1
target_voice/target1_3.m4a,1
target_voice/target1_4.m4a,1
target_voice/target1_5.m4a,1
target_voice/target1_6.m4a,1
target_voice/target1_7.m4a,1
target_voice/target1_8.m4a,1
target_voice/target1_9.m4a,1
target_voice/target2_10.m4a,1
target_voice/target2_1.m4a,1
target_voice/target2_2.m4a,1
target_voice/target2_4.m4a,1
target_voice/target2_5.m4a,1
target_voice/target2_6.m4a,1
target_voice/target2_7.m4a,1
target_voice/target2_8.m4a,1
target_voice/target2_9.m4a,1
target_voice/target3_10.m4a,1
other_voice/List_23.10.wav,0
other_voice/List_23.1.wav,0
other_voice/List_23.2.wav,0
other_voice/List_23.3.wav,0
other_voice/List_23.4.wav,0
other_voice/List_23.5.wav,0
other_voice/List_23.6.wav,0
other_voice/List_23.7.wav,0
other_voice/List_23.8.wav,0
other_voice/List_23.9.wav,0
other_voice/List_57.1.wav,0
other_voice/List_57.2.wav,0
other_voice/List_57.3.wav,0
other_voice/List_57.4.wav,0
other_voice/List_57.5.wav,0
other_voice/List_57.6.wav,0
other_voice/List_57.7.wav,0
other_voice/List_57.8.wav,0
other_voice/List_57.9.wav,0
